t,acc
49.02,43.549
49.03,34.976
49.04,10.779
49.05,4.164
49.06,-2.121
49.07,-8.058
49.08,-13.403
49.09,-18.012
49.1,-22.078
49.11,-26.014
49.12,-34.884
49.13,-32.419
49.14,-24.627
49.15,-11.525
49.16,5.034
49.17,21.798
49.18,35.252
49.19,42.889
49.2,31.008
49.21,20.362
49.22,8.465
49.23,-4.16
49.24,-16.805
49.25,-28.073
49.26,-36.001
49.27,-38.846
49.28,-19.089
49.29,-9.893
49.3,-2.832
49.31,1.642
49.32,4.029
49.33,4.974
49.34,4.647
49.35,2.751
49.36,-11.032
49.37,-14.751
49.38,-16.188
49.39,-15.477
49.4,-13.602
49.41,-11.686
49.42,-10.316
49.43,-9.37
49.44,-6.679
49.45,-6.705
49.46,-7.355
49.47,-7.45
49.48,-5.086
49.49,1.385
49.5,12.313
49.51,26.318
49.52,61.391
49.53,65.621
49.54,66.714
49.55,66.107
49.56,65.052
49.57,64.353
49.58,64.417
49.59,65.325
49.6,66.863
49.61,62.451
49.62,53.484
49.63,40.157
49.64,24.04
49.65,7.561
49.66,-6.927
49.67,-18.029
49.68,-35.884
49.69,-41.344
49.7,-47.94
49.71,-54.936
49.72,-60.585
49.73,-62.669
49.74,-59.294
49.75,-49.691
49.76,1.58
49.77,17.017
49.78,28.093
49.79,34.577
49.8,37.318
49.81,37.622
49.82,36.768
49.83,35.885
49.84,42.649
49.85,48.921
49.86,55.001
49.87,58.096
49.88,55.749
49.89,47.115
49.9,33.578
49.91,18.233
49.92,-11.467
49.93,-14.651
49.94,-16.604
49.95,-17.985
49.96,-18.172
49.97,-15.823
49.98,-9.947
49.99,-0.763
50,27.901
50.01,31.098
50.02,29.713
50.03,24.329
50.04,16.103
50.05,6.473
50.06,-3.035
50.07,-10.949
50.08,-14.649
50.09,-8.17
50.1,1.218
50.11,12.137
50.12,22.875
50.13,31.655
50.14,37.007
50.15,38.109
50.16,18.79
50.17,7.855
50.18,-3.621
50.19,-14.449
50.2,-23.038
50.21,-27.455
50.22,-25.96
50.23,-17.821
50.24,29.641
50.25,42.609
50.26,49.93
50.27,51.223
50.28,47.365
50.29,39.739
50.3,29.612
50.31,17.956
50.32,-15.896
50.33,-22.341
50.34,-24.534
50.35,-22.509
50.36,-17.292
50.37,-10.639
50.38,-4.572
50.39,-0.899
50.4,-11.377
50.41,-19.496
50.42,-26.615
50.43,-30.567
50.44,-30.092
50.45,-25.346
50.46,-17.879
50.47,-10.03
50.48,-0.574
50.49,-1.761
50.5,-2.891
50.51,-2.957
50.52,-2.009
50.53,-1.054
50.54,-1.434
50.55,-4.008
50.56,-17.693
50.57,-18.707
50.58,-16.157
50.59,-10.668
50.6,-3.818
50.61,2.561
50.62,7.096
50.63,9.233
50.64,4.348
50.65,0.435
50.66,-4.038
50.67,-8.476
50.68,-11.976
50.69,-13.589
50.7,-12.808
50.71,-9.953
50.72,-2.01
50.73,-3.281
50.74,-6.297
50.75,-9.762
50.76,-12.443
50.77,-13.812
50.78,-14.268
50.79,-14.804
50.8,-21.828
50.81,-23.694
50.82,-23.329
50.83,-20.395
50.84,-15.59
50.85,-10.226
50.86,-5.469
50.87,-1.676
50.88,11.999
50.89,19.942
50.9,29.09
50.91,38.102
50.92,45.551
50.93,50.292
50.94,51.545
50.95,48.807
50.96,17.158
50.97,2.555
50.98,-10.276
50.99,-19.02
51,-22.596
51.01,-21.683
51.02,-18.446
51.03,-15.528
51.04,-18.474
51.05,-18.677
51.06,-14.53
51.07,-5.012
51.08,9.083
51.09,25.475
51.1,41.298
51.11,54.125
51.12,67.849
51.13,66.566
51.14,64.018
51.15,60.664
51.16,56.674
51.17,52.276
51.18,48.03
51.19,44.817
51.2,47.846
51.21,52.135
51.22,55.947
51.23,57.71
51.24,56.297
51.25,51.379
51.26,43.546
51.27,34.188
51.28,14.103
51.29,13.125
51.3,14.081
51.31,15.35
51.32,15.529
51.33,14.09
51.34,11.548
51.35,9.042
51.36,7.553
51.37,7.324
51.38,6.062
51.39,4.288
51.4,3.487
51.41,5.341
51.42,10.688
51.43,18.805
51.44,34.145
51.45,28.453
51.46,17.268
51.47,3.469
51.48,-8.933
51.49,-16.016
51.5,-15.186
51.51,-6.051
51.52,43.409
51.53,54.017
51.54,57.393
51.55,53.851
51.56,45.265
51.57,34.105
51.58,22.532
51.59,11.954
51.6,-7.99
51.61,-9.693
51.62,-8.904
51.63,-6.338
51.64,-3.253
51.65,-1.124
51.66,-1.174
51.67,-3.976
51.68,-22.607
51.69,-26.934
51.7,-27.053
51.71,-21.6
51.72,-10.442
51.73,4.9
51.74,21.359
51.75,35.079
51.76,34.051
51.77,20.695
51.78,5.506
51.79,-8.215
51.8,-18.177
51.81,-23.427
51.82,-24.154
51.83,-21.278
51.84,-4.105
51.85,0.39
51.86,3.188
51.87,4.591
51.88,5.347
51.89,6.125
51.9,6.978
51.91,7.198
51.92,-3.193
51.93,-8.147
51.94,-10.496
51.95,-8.828
51.96,-3.666
51.97,2.422
51.98,5.871
51.99,3.851
52,-28.418
52.01,-36.592
52.02,-38.435
52.03,-34.016
52.04,-25.492
52.05,-15.89
52.06,-7.748
52.07,-2.309
52.08,0.812
52.09,-0.563
52.1,-2.735
52.11,-5.454
52.12,-8.111
52.13,-9.834
52.14,-9.893
52.15,-8.128
52.16,-0.021
52.17,0.19
52.18,-1.345
52.19,-3.87
52.2,-6.288
52.21,-7.648
52.22,-7.531
52.23,-6.177
52.24,-2.028
52.25,-2.001
52.26,-2.005
52.27,-1.139
52.28,1.192
52.29,4.819
52.3,8.702
52.31,11.269
52.32,2.301
52.33,-3.37
52.34,-6.635
52.35,-5.539
52.36,0.458
52.37,10.23
52.38,21.424
52.39,31.38
52.4,39.825
52.41,36.479
52.42,32.007
52.43,27.351
52.44,22.99
52.45,19.129
52.46,15.96
52.47,13.774
52.48,14.745
52.49,16.563
52.5,17.985
52.51,18.446
52.52,17.751
52.53,16.037
52.54,13.545
52.55,10.387
52.56,-4.386
52.57,-10.915
52.58,-17.17
52.59,-22.022
52.6,-24.522
52.61,-24.344
52.62,-21.996
52.63,-18.656
52.64,-13.249
52.65,-12.793
52.66,-11.145
52.67,-7.321
52.68,-1.369
52.69,5.504
52.7,11.43
52.71,14.761
52.72,8.866
52.73,5.969
52.74,4.736
52.75,5.312
52.76,7.165
52.77,9.536
52.78,11.77
52.79,13.319
52.8,7.131
52.81,-0.059
52.82,-8.63
52.83,-16.282
52.84,-20.435
52.85,-19.347
52.86,-12.984
52.87,-3.114
52.88,21.501
52.89,23.633
52.9,23.691
52.91,23.074
52.92,22.758
52.93,23.103
52.94,24.104
52.95,25.762
52.96,36.03
52.97,40.421
52.98,43.643
52.99,44.304
53,41.382
53.01,34.62
53.02,24.677
53.03,12.983
53.04,-14.526
53.05,-16.803
53.06,-15.28
53.07,-10.91
53.08,-5.055
53.09,0.925
53.1,6.047
53.11,9.884
53.12,15.932
53.13,17.515
53.14,19.26
53.15,21.078
53.16,22.738
53.17,23.968
53.18,24.55
53.19,24.375
53.2,19.514
53.21,16.592
53.22,13.142
53.23,9.464
53.24,6.131
53.25,3.896
53.26,3.422
53.27,4.926
53.28,14.03
53.29,14.677
53.3,13.02
53.31,9.587
53.32,5.612
53.33,2.596
53.34,1.795
53.35,3.8
53.36,20.126
53.37,24.117
53.38,25.094
53.39,22.73
53.4,17.696
53.41,11.445
53.42,5.721
53.43,2.002
53.44,6.966
53.45,12.009
53.46,16.873
53.47,20.402
53.48,21.72
53.49,20.497
53.5,17.203
53.51,13.191
53.52,15.233
53.53,23.297
53.54,32.986
53.55,41.556
53.56,46.609
53.57,47.071
53.58,43.561
53.59,37.97
53.6,26.919
53.61,26.483
53.62,26.359
53.63,25.877
53.64,25.113
53.65,24.732
53.66,25.437
53.67,27.381
53.68,31.801
53.69,29.272
53.7,24.418
53.71,18.125
53.72,11.473
53.73,5.24
53.74,-0.29
53.75,-5.151
53.76,-13.884
53.77,-13.13
53.78,-10.242
53.79,-6.054
53.8,-1.932
53.81,0.812
53.82,1.533
53.83,0.528
53.84,-2.211
53.85,-0.718
53.86,1.49
53.87,3.437
53.88,4.24
53.89,3.427
53.9,1.079
53.91,-2.202
53.92,-8.182
53.93,-6.904
53.94,-4.631
53.95,-2.718
53.96,-2.503
53.97,-4.6
53.98,-8.469
53.99,-12.554
54,-11.273
54.01,-6.417
54.02,-1.888
54.03,0.711
54.04,0.738
54.05,-1.382
54.06,-4.556
54.07,-7.628
54.08,-10.553
54.09,-9.232
54.1,-7.072
54.11,-4.524
54.12,-2.317
54.13,-1.33
54.14,-2.28
54.15,-5.356
54.16,-19.731
54.17,-22.397
54.18,-22.82
54.19,-21.217
54.2,-18.306
54.21,-15
54.22,-12.071
54.23,-9.918
54.24,-6.129
54.25,-4.33
54.26,-1.955
54.27,0.743
54.28,3.383
54.29,5.668
54.3,7.512
54.31,9.005
54.32,12.498
54.33,13.598
54.34,15.024
54.35,17.16
54.36,20.248
54.37,24.12
54.38,28.113
54.39,31.269
54.4,29.795
54.41,26.37
54.42,22.694
54.43,19.377
54.44,16.698
54.45,14.661
54.46,13.072
54.47,11.55
54.48,1.23
54.49,-5.492
54.5,-13.029
54.51,-19.789
54.52,-24.057
54.53,-24.74
54.54,-21.844
54.55,-16.379
54.56,3.512
54.57,10.01
54.58,16.6
54.59,22.78
54.6,27.41
54.61,29.258
54.62,27.777
54.63,23.588
54.64,11.929
54.65,12.592
54.66,15.37
54.67,19.148
54.68,22.806
54.69,25.506
54.7,26.718
54.71,26.164
54.72,16.646
54.73,14.113
54.74,13.874
54.75,16.205
54.76,20.282
54.77,24.495
54.78,27.204
54.79,27.524
54.8,19.233
54.81,16.272
54.82,13.453
54.83,10.25
54.84,6.39
54.85,2.247
54.86,-1.214
54.87,-2.861
54.88,8.468
54.89,16.992
54.9,26.757
54.91,36.664
54.92,45.222
54.93,50.694
54.94,51.616
54.95,47.52
54.96,22.408
54.97,19.479
54.98,22.481
54.99,30.61
55,41.301
55.01,51.173
55.02,57.198
55.03,57.64
55.04,32.284
55.05,22.388
55.06,15.616
55.07,13.05
55.08,14.584
55.09,19.106
55.1,24.931
55.11,30.343
55.12,34.657
55.13,32.27
55.14,29.139
55.15,26.049
55.16,23.5
55.17,21.591
55.18,20.009
55.19,18.155
55.2,5.975
55.21,0.022
55.22,-5.538
55.23,-9.603
55.24,-11.362
55.25,-10.585
55.26,-7.696
55.27,-3.615
55.28,6.136
55.29,7.295
55.3,8.027
55.31,9.055
55.32,10.882
55.33,13.54
55.34,16.562
55.35,19.16
55.36,17.504
55.37,12.989
55.38,6.832
55.39,-0.409
55.4,-7.885
55.41,-14.381
55.42,-18.382
55.43,-18.406
55.44,8.359
55.45,20.914
55.46,30.371
55.47,34.189
55.48,31.418
55.49,23.063
55.5,11.717
55.51,0.585
55.52,-12.151
55.53,-10.13
55.54,-7.295
55.55,-4.486
55.56,-1.491
55.57,2.612
55.58,8.665
55.59,16.658
55.6,37.843
55.61,38.77
55.62,36.279
55.63,31.689
55.64,26.437
55.65,21.295
55.66,16.084
55.67,10.08
55.68,-12.211
55.69,-16.346
55.7,-16.16
55.71,-11.862
55.72,-5.45
55.73,0.006
55.74,1.674
55.75,-1.79
55.76,-29.084
55.77,-35.437
55.78,-37.821
55.79,-36.41
55.8,-31.964
55.81,-25.243
55.82,-16.81
55.83,-7.271
55.84,15.718
55.85,16.743
55.86,13.573
55.87,7.171
55.88,-0.98
55.89,-9.522
55.9,-17.573
55.91,-24.599
55.92,-32.132
55.93,-27.295
55.94,-18.983
55.95,-9.135
55.96,-0.432
55.97,4.709
55.98,5.08
55.99,1.044
56,-19.241
56.01,-22.448
56.02,-21.984
56.03,-17.593
56.04,-9.621
56.05,0.901
56.06,12.309
56.07,22.638
56.08,34.304
56.09,31.802
56.1,27.659
56.11,22.833
56.12,17.983
56.13,13.621
56.14,10.317
56.15,8.714
56.16,16.199
56.17,20.65
56.18,24.12
56.19,25.763
56.2,25.376
56.21,23.306
56.22,20.132
56.23,16.343
56.24,2.809
56.25,-2.124
56.26,-6.634
56.27,-9.993
56.28,-11.492
56.29,-10.746
56.3,-7.963
56.31,-4.023
56.32,1.957
56.33,-0.033
56.34,-2.742
56.35,-4.403
56.36,-3.503
56.37,0.525
56.38,7.023
56.39,14.369
56.4,25.113
56.41,23.196
56.42,19.687
56.43,15.68
56.44,11.899
56.45,8.534
56.46,5.377
56.47,2.131
56.48,-7.434
56.49,-9.236
56.5,-9.904
56.51,-9.705
56.52,-9.175
56.53,-8.807
56.54,-8.743
56.55,-8.66
56.56,-2.594
56.57,1.878
56.58,6.747
56.59,11.296
56.6,15.127
56.61,18.303
56.62,21.253
56.63,24.497
56.64,37.478
56.65,41.913
56.66,45.71
56.67,48.733
56.68,51.126
56.69,53.18
56.7,55.089
56.71,56.716
56.72,53.428
56.73,47.71
56.74,40.152
56.75,32.126
56.76,25.25
56.77,20.746
56.78,18.954
56.79,19.221
56.8,19.374
56.81,16.318
56.82,11.801
56.83,6.493
56.84,1.03
56.85,-4.176
56.86,-8.973
56.87,-13.367
56.88,-23.733
56.89,-25.209
56.9,-24.643
56.91,-21.36
56.92,-15.069
56.93,-6.174
56.94,4.103
56.95,13.894
56.96,22.243
56.97,15.602
56.98,5.582
56.99,-5.839
57,-16.476
57.01,-24.418
57.02,-28.406
57.03,-28.062
57.04,-9.08
57.05,-1.09
57.06,6.132
57.07,12.387
57.08,17.828
57.09,22.66
57.1,26.942
57.11,30.568
57.12,36.834
57.13,37.57
57.14,37.512
57.15,36.252
57.16,33.338
57.17,28.625
57.18,22.542
57.19,16.086
57.2,5.466
57.21,6.235
57.22,8.459
57.23,11.365
57.24,14.311
57.25,16.808
57.26,18.396
57.27,18.555
57.28,7.1
57.29,0.542
57.3,-5.395
57.31,-9.332
57.32,-10.446
57.33,-8.751
57.34,-4.992
57.35,-0.217
57.36,14.749
57.37,20.762
57.38,28.147
57.39,36.889
57.4,46.341
57.41,55.38
57.42,62.724
57.43,67.295
57.44,60.556
57.45,52.447
57.46,42.558
57.47,31.749
57.48,20.956
57.49,11.194
57.5,3.51
57.51,-1.181
57.52,4.416
57.53,9.881
57.54,14.484
57.55,16.945
57.56,16.926
57.57,15.149
57.58,13.05
57.59,12.106
57.6,20.047
57.61,23.865
57.62,26.843
57.63,28.984
57.64,30.874
57.65,33.201
57.66,36.228
57.67,39.526
57.68,41.145
57.69,36.897
57.7,30.902
57.71,24.449
57.72,18.987
57.73,15.753
57.74,15.466
57.75,18.145
57.76,34.415
57.77,37.85
57.78,38.366
57.79,35.641
57.8,30.003
57.81,22.333
57.82,13.935
57.83,6.415
57.84,5.13
57.85,14.421
57.86,27.127
57.87,40.584
57.88,51.658
57.89,57.683
57.9,57.289
57.91,50.759
57.92,13.78
57.93,2.64
57.94,-5.884
57.95,-11.491
57.96,-14.137
57.97,-13.91
57.98,-11.15
57.99,-6.639
58,4.643
58.01,4.778
58.02,3.827
58.03,3.338
58.04,4.592
58.05,7.775
58.06,11.682
58.07,14.225
58.08,2.214
58.09,-4.314
58.1,-7.524
58.11,-5.565
58.12,1.502
58.13,11.819
58.14,22.608
58.15,31.27
58.16,33.154
58.17,26.414
58.18,17.631
58.19,8.333
58.2,0.272
58.21,-5.019
58.22,-6.875
58.23,-5.996
58.24,-7.81
58.25,-14.581
58.26,-22.797
58.27,-29.424
58.28,-31.645
58.29,-28.097
58.3,-19.394
58.31,-7.777
58.32,17.928
58.33,18.367
58.34,14.605
58.35,7.443
58.36,-2.087
58.37,-12.763
58.38,-23.167
58.39,-31.794
58.4,-37.01
58.41,-32.323
58.42,-26.658
58.43,-21.833
58.44,-19.198
58.45,-19.214
58.46,-21.376
58.47,-24.538
58.48,-30.845
58.49,-32.147
58.5,-34.364
58.51,-37.878
58.52,-42.136
58.53,-45.731
58.54,-46.953
58.55,-44.569
58.56,-20.149
58.57,-12.002
58.58,-6.688
58.59,-4.708
58.6,-5.622
58.61,-8.378
58.62,-11.714
58.63,-14.446
58.64,-10.624
58.65,-4.452
58.66,3.122
58.67,10.514
58.68,15.93
58.69,17.972
58.7,16.156
58.71,11.103
58.72,-7.892
58.73,-10.862
58.74,-11.176
58.75,-8.948
58.76,-4.485
58.77,1.786
58.78,9.249
58.79,17.02
58.8,31.025
58.81,29.688
58.82,25.062
58.83,17.879
58.84,9.43
58.85,1.425
58.86,-4.276
58.87,-6.057
58.88,15.718
58.89,27.918
58.9,38.925
58.91,46.887
58.92,50.981
58.93,51.534
58.94,49.724
58.95,47.014
58.96,40.9
58.97,38.121
58.98,33.129
58.99,25.241
59,14.724
59.01,2.845
59.02,-8.534
59.03,-17.649
59.04,-26.85
59.05,-26.828
59.06,-27.275
59.07,-28.52
59.08,-30.007
59.09,-30.558
59.1,-28.828
59.11,-23.756
59.12,11.797
59.13,26.528
59.14,39.351
59.15,48.354
59.16,52.502
59.17,52.015
59.18,48.333
59.19,43.632
59.2,40.866
59.21,44.657
59.22,48.879
59.23,51.856
59.24,52.321
59.25,49.744
59.26,44.374
59.27,37.029
59.28,12.584
59.29,5.644
59.3,-0.076
59.31,-3.955
59.32,-5.057
59.33,-2.387
59.34,4.608
59.35,15.569
59.36,54.538
59.37,62.262
59.38,65.179
59.39,63.54
59.4,58.385
59.41,51.067
59.42,42.812
59.43,34.478
59.44,12.57
59.45,6.705
59.46,1.653
59.47,-2.594
59.48,-6.115
59.49,-9.03
59.5,-11.467
59.51,-13.568
59.52,-21.095
59.53,-25.477
59.54,-30.672
59.55,-35.197
59.56,-36.597
59.57,-32.305
59.58,-21.02
59.59,-3.898
59.6,39.489
59.61,38.721
59.62,31.369
59.63,22.772
59.64,18.575
59.65,21.986
59.66,32.286
59.67,45.351
59.68,54.778
59.69,43.193
59.7,27.4
59.71,10.173
59.72,-6.464
59.73,-21.112
59.74,-32.411
59.75,-38.752
59.76,-19.416
59.77,-4.951
59.78,7.48
59.79,14.408
59.8,14.499
59.81,9.142
59.82,1.826
59.83,-3.431
59.84,7.62
59.85,13.711
59.86,15.96
59.87,13.866
59.88,9.675
59.89,7.222
59.9,9.797
59.91,18.192
59.92,47.375
59.93,46.913
59.94,41.101
59.95,33.361
59.96,27.216
59.97,24.432
59.98,24.344
59.99,24.59
60,8.331
60.01,-2.152
60.02,-12.375
60.03,-20.685
60.04,-26.029
60.05,-27.94
60.06,-26.463
60.07,-22.157
60.08,-4.208
60.09,-0.491
60.1,1.505
60.11,2.485
60.12,3.432
60.13,5.143
60.14,7.962
60.15,11.765
60.16,23.81
60.17,25.884
60.18,26.154
60.19,24.602
60.2,21.68
60.21,18.221
60.22,15.192
60.23,13.429
60.24,19.033
60.25,23.195
60.26,26.166
60.27,25.644
60.28,19.547
60.29,7.114
60.3,-10.171
60.31,-28.491
60.32,-43.971
60.33,-30.264
60.34,-11.381
60.35,7.995
60.36,24.366
60.37,36.465
60.38,44.965
60.39,51.196
60.4,56.479
60.41,49.939
60.42,38.681
60.43,24.727
60.44,11.275
60.45,1.519
60.46,-2.534
60.47,-0.71
60.48,20.003
60.49,23.837
60.5,24.007
60.51,20.99
60.52,16.021
60.53,10.472
60.54,5.324
60.55,0.924
60.56,-9.564
60.57,-11.88
60.58,-12.394
60.59,-10.13
60.6,-4.545
60.61,4.123
60.62,14.763
60.63,25.597
60.64,40.397
60.65,35.755
60.66,26.596
60.67,14.25
60.68,0.465
60.69,-12.919
60.7,-24.206
60.71,-32.012
60.72,-28.094
60.73,-19.1
60.74,-8.991
60.75,-0.128
60.76,5.463
60.77,6.742
60.78,4.002
60.79,-1.301
60.8,-13.954
60.81,-13.679
60.82,-11.358
60.83,-7.664
60.84,-3.17
60.85,1.708
60.86,6.579
60.87,10.92
60.88,14.347
60.89,11.036
60.9,5.856
60.91,-0.337
60.92,-6.375
60.93,-10.948
60.94,-12.861
60.95,-11.396
60.96,7.111
60.97,12.134
60.98,13.759
60.99,11.828
61,7.541
61.01,2.875
61.02,-0.354
61.03,-1.331
61.04,0.819
61.05,-0.672
61.06,-3.233
61.07,-5.294
61.08,-5.057
61.09,-1.403
61.1,5.442
61.11,13.814
61.12,24.902
61.13,21.313
61.14,17.455
61.15,17.218
61.16,23.711
61.17,37.7
61.18,56.936
61.19,76.807
61.2,97.563
61.21,89.298
61.22,78.341
61.23,68.073
61.24,59.793
61.25,52.379
61.26,43.316
61.27,30.442
61.28,-23.822
61.29,-37.298
61.3,-44.291
61.31,-44.928
61.32,-41.042
61.33,-35.136
61.34,-29.244
61.35,-24.193
61.36,-6.487
61.37,3.518
61.38,15.171
61.39,26.47
61.4,34.762
61.41,37.642
61.42,33.903
61.43,24.173
61.44,-12.103
61.45,-16.194
61.46,-14.397
61.47,-8.333
61.48,-0.634
61.49,6.159
61.5,10.475
61.51,12.035
61.52,9.324
61.53,9.055
61.54,9.493
61.55,10.198
61.56,10.649
61.57,10.565
61.58,10.152
61.59,10.131
61.6,20.336
61.61,26.46
61.62,31.214
61.63,32.492
61.64,29.191
61.65,21.876
61.66,12.71
61.67,4.622
61.68,5.377
61.69,13.214
61.7,22.038
61.71,30.021
61.72,35.793
61.73,38.472
61.74,37.584
61.75,32.998
61.76,0.002
61.77,-15.249
61.78,-30.539
61.79,-43.387
61.8,-50.394
61.81,-48.019
61.82,-34.042
61.83,-9.095
61.84,79.557
61.85,92.913
61.86,94.074
61.87,86.434
61.88,75.516
61.89,66.44
61.9,61.997
61.91,62.131
61.92,66.675
61.93,62.215
61.94,53.262
61.95,40.415
61.96,25.301
61.97,10.413
61.98,-1.489
61.99,-8.378
62,-3.954
62.01,-1.634
62.02,-1.596
62.03,-3.15
62.04,-4.586
62.05,-4.37
62.06,-2.026
62.07,1.81
62.08,13.548
62.09,17.1
62.1,20.72
62.11,23.785
62.12,25.042
62.13,23.145
62.14,17.314
62.15,7.767
62.16,-25.829
62.17,-30.061
62.18,-27.116
62.19,-16.79
62.2,-1.066
62.21,16.132
62.22,30.106
62.23,37.097
62.24,16.616
62.25,6.654
62.26,0.82
62.27,0.03
62.28,3.236
62.29,8.198
62.3,12.375
62.31,13.545
62.32,-9.942
62.33,-22.495
62.34,-31.246
62.35,-31.788
62.36,-21.725
62.37,-2.24
62.38,21.749
62.39,43.243
62.4,48.078
62.41,33.753
62.42,19.639
62.43,9.307
62.44,3.093
62.45,-1.247
62.46,-6.515
62.47,-13.981
62.48,-30.496
62.49,-25.73
62.5,-15.699
62.51,-3.232
62.52,8.425
62.53,16.896
62.54,21.226
62.55,21.599
62.56,5.893
62.57,-1.927
62.58,-8.288
62.59,-10.817
62.6,-7.632
62.61,1.646
62.62,15.363
62.63,30.182
62.64,47.697
62.65,40.987
62.66,30.789
62.67,20.044
62.68,11.124
62.69,5.217
62.7,2.247
62.71,1.199
62.72,-3.465
62.73,-7.844
62.74,-13.242
62.75,-18.838
62.76,-23.889
62.77,-27.935
62.78,-30.698
62.79,-31.771
62.8,-15.621
62.81,-1.626
62.82,14.979
62.83,31.104
62.84,43.452
62.85,50.011
62.86,51.104
62.87,49.277
62.88,54.934
62.89,61.216
62.9,65.277
62.91,64.286
62.92,57.252
62.93,45.216
62.94,30.428
62.95,15.19
62.96,-19.957
62.97,-25.538
62.98,-27.031
62.99,-24.655
63,-19.702
63.01,-14.187
63.02,-9.885
63.03,-7.396
63.04,-1.278
63.05,1.844
63.06,3.17
63.07,0.767
63.08,-5.546
63.09,-13.389
63.1,-18.478
63.11,-16.507
63.12,37.949
63.13,60.37
63.14,76.529
63.15,83.358
63.16,80.148
63.17,68.148
63.18,49.789
63.19,28.026
63.2,-27.534
63.21,-34.673
63.22,-34.659
63.23,-29.11
63.24,-21.194
63.25,-14.692
63.26,-12.593
63.27,-15.763
63.28,-29.405
63.29,-22.899
63.3,-9.665
63.31,5.976
63.32,17.913
63.33,21.055
63.34,13.872
63.35,-0.696
63.36,-28.455
63.37,-20.943
63.38,-8.373
63.39,4.01
63.4,12.118
63.41,14.576
63.42,12.661
63.43,8.957
63.44,2.708
63.45,1.4
63.46,-0.97
63.47,-4.498
63.48,-8.611
63.49,-12.45
63.5,-15.264
63.51,-16.626
63.52,-12.981
63.53,-10.734
63.54,-8.828
63.55,-7.381
63.56,-6.064
63.57,-4.279
63.58,-1.546
63.59,2.101
63.6,10.139
63.61,9.127
63.62,6.426
63.63,3.112
63.64,0.33
63.65,-1.23
63.66,-1.566
63.67,-1.256
63.68,-3.05
63.69,-4.894
63.7,-6.374
63.71,-6.541
63.72,-4.625
63.73,-0.364
63.74,5.746
63.75,12.388
63.76,17.265
63.77,10.561
63.78,1.356
63.79,-7.309
63.8,-12.022
63.81,-10.16
63.82,-0.908
63.83,14.279
63.84,58.762
63.85,62.32
63.86,59.333
63.87,52.37
63.88,44.717
63.89,38.873
63.9,35.487
63.91,33.264
63.92,14.021
63.93,3.149
63.94,-5.982
63.95,-10.443
63.96,-8.83
63.97,-1.914
63.98,7.689
63.99,16.575
64,16.683
64.01,8.183
64.02,-1.032
64.03,-7.984
64.04,-10.176
64.05,-6.322
64.06,3.167
64.07,16.191
64.08,46.506
64.09,48.031
64.1,46.354
64.11,43.467
64.12,40.778
64.13,38.479
64.14,35.745
64.15,31.587
64.16,14.339
64.17,12.483
64.18,14.77
64.19,20.581
64.2,27.839
64.21,33.646
64.22,35.177
64.23,30.57
64.24,-12.955
64.25,-26.592
64.26,-32.703
64.27,-28.596
64.28,-14.221
64.29,7.588
64.3,31.886
64.31,53.157
64.32,66.954
64.33,56.257
64.34,42.88
64.35,30.165
64.36,20.461
64.37,14.825
64.38,13.134
64.39,14.436
64.4,23.393
64.41,25.055
64.42,25.718
64.43,25.714
64.44,25.466
64.45,25.353
64.46,25.681
64.47,26.709
64.48,35.279
64.49,39.527
64.5,43.934
64.51,48.281
64.52,52.499
64.53,56.427
64.54,59.47
64.55,60.452
64.56,40.314
64.57,28.029
64.58,17.693
64.59,12.597
64.6,14.248
64.61,21.457
64.62,30.647
64.63,37.275
64.64,16.158
64.65,-1.976
64.66,-20.63
64.67,-36.497
64.68,-46.865
64.69,-49.744
64.7,-44.082
64.71,-30.219
64.72,30.631
64.73,42.534
64.74,45.21
64.75,39.576
64.76,29.101
64.77,18.31
64.78,10.958
64.79,8.722
64.8,19.319
64.81,20.896
64.82,19.375
64.83,15.162
64.84,9.266
64.85,2.721
64.86,-3.79
64.87,-9.998
64.88,-25.034
64.89,-26.724
64.9,-24.986
64.91,-19.152
64.92,-9.527
64.93,2.412
64.94,14.306
64.95,23.581
64.96,21.45
64.97,11.838
64.98,0.519
64.99,-10.482
65,-19.456
65.01,-25.26
65.02,-27.451
65.03,-26.307
65.04,-12.592
65.05,-7.947
65.06,-4.202
65.07,-1.532
65.08,-0.139
65.09,-0.347
65.1,-2.471
65.11,-6.527
65.12,-22.86
65.13,-25.74
65.14,-25.798
65.15,-22.915
65.16,-17.569
65.17,-10.715
65.18,-3.619
65.19,2.363
65.2,4.928
65.21,0.95
65.22,-3.871
65.23,-8.469
65.24,-12.224
65.25,-14.997
65.26,-16.847
65.27,-17.657
65.28,-8.608
65.29,-0.866
65.3,8.086
65.31,16.706
65.32,23.575
65.33,27.944
65.34,29.966
65.35,30.529
65.36,34.448
65.37,38.486
65.38,43.669
65.39,49.215
65.4,54.003
65.41,56.685
65.42,55.935
65.43,50.847
65.44,14.882
65.45,2.692
65.46,-5.584
65.47,-8.845
65.48,-7.651
65.49,-4.017
65.5,-0.628
65.51,0.211
65.52,-15.958
65.53,-22.742
65.54,-26.996
65.55,-27.634
65.56,-24.518
65.57,-18.341
65.58,-10.398
65.59,-2.306
65.6,8.707
65.61,6.326
65.62,2.159
65.63,-2.335
65.64,-5.995
65.65,-8.389
65.66,-9.85
65.67,-11.109
65.68,-17.271
65.69,-19.083
65.7,-19.809
